Feature ID	Taxon	Confidence
Zotu1407	k__Bacteria; p__Spirochaetes; c__Spirochaetia; o__Spirochaetales; f__Treponemataceae; g__Treponema	0.9999999999812086
Zotu1408	k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Lactobacillaceae; g__Lacticaseibacillus	0.9999136735368113
Zotu1409	k__Bacteria; p__Actinobacteria; c__Actinomycetia; o__Corynebacteriales; f__Lawsonellaceae; g__Lawsonella; s__clevelandensis	0.9999951651489662
Zotu1410	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales; f__Moraxellaceae; g__Acinetobacter	0.9999895313156291
Zotu1411	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Prevotellaceae; g__Prevotella; s__genomosp. P6	0.9997176636310443
Zotu1412	k__Bacteria; p__Bacteroidetes; c__Flavobacteriia; o__Flavobacteriales; f__Flavobacteriaceae; g__Capnocytophaga; s__uncultured Capnocytophaga sp.	0.7389347235869003
Zotu1413	k__Bacteria; p__Candidatus Saccharibacteria; c__Candidatus Saccharibacteria; o__Candidatus Saccharibacteria; f__Candidatus Saccharibacteria; g__TM7	0.9223583639447915
Zotu1414	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales; f__Pseudomonadaceae; g__Pseudomonas	0.9999338803829411
Zotu1416	k__Bacteria; p__Bacteroidetes; c__Flavobacteriia; o__Flavobacteriales; f__Flavobacteriaceae; g__Capnocytophaga	0.9999997612597805
Zotu1417	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Prevotellaceae; g__Prevotellamassilia; s__timonensis	0.997101152216684
Zotu1418	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Prevotellaceae; g__Alloprevotella; s__sp.	0.7415841132639185
Zotu1419	k__Bacteria; p__Spirochaetes; c__Spirochaetia; o__Spirochaetales; f__Treponemataceae; g__Treponema	0.9999999999906085
Zotu1420	k__Bacteria; p__Spirochaetes; c__Spirochaetia; o__Spirochaetales; f__Treponemataceae; g__Treponema; s__medium	0.7427232011222729
Zotu1421	k__Bacteria; p__Candidatus Saccharibacteria; c__Candidatus Saccharibacteria; o__Candidatus Saccharibacteria; f__Candidatus Saccharibacteria; g__TM7	0.8244597085437142
Zotu1422	k__Bacteria; p__Synergistetes; c__Synergistia; o__Synergistales; f__Synergistaceae; g__Pyramidobacter; s__piscolens	0.8985381649438259
Zotu1423	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Prevotellaceae; g__Prevotella; s__sp. oral clone P4PB_83 P2	0.9735841056674094
Zotu1424	k__Bacteria; p__Actinobacteria; c__Actinomycetia; o__Corynebacteriales; f__Corynebacteriaceae; g__Corynebacterium	0.9999867901209438
Zotu1425	k__Bacteria	0.9999997114956004
Zotu1426	k__Bacteria; p__Firmicutes; c__Negativicutes; o__Selenomonadales; f__Selenomonadaceae; g__Selenomonas	0.8793084419621686
Zotu1427	k__Bacteria; p__Actinobacteria; c__Actinomycetia; o__Actinomycetales; f__Actinomycetaceae; g__Actinomyces	0.9999928059725443
Zotu1428	k__Bacteria; p__Firmicutes; c__Clostridia; o__Eubacteriales; f__Oscillospiraceae; g__[Eubacterium]; s__siraeum	0.9565843827434213
Zotu1429	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Prevotellaceae; g__Prevotella	0.9999999550495068
Zotu1430	k__Bacteria; p__Synergistetes; c__Synergistia; o__Synergistales; f__Synergistaceae; g__Cloacibacillus	0.9998976791911502
Zotu1432	k__Bacteria; p__Firmicutes; c__Negativicutes; o__Selenomonadales; f__Selenomonadaceae; g__Selenomonas	0.9999963265171766
Zotu1435	k__Bacteria; p__Verrucomicrobia; c__Opitutae; o__Opitutales; f__Opitutaceae; g__Oleiharenicola	0.775753107156449
Zotu1438	k__Bacteria; p__Firmicutes; c__Clostridia; o__Eubacteriales; f__Peptostreptococcaceae; g__Peptoanaerobacter; s__stomatis	0.8273752020445039
Zotu1440	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Prevotellaceae; g__Prevotella	0.9999999957632042
Zotu1441	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Prevotellaceae; g__Prevotella; s__oulorum	0.9987143358457765
Zotu1442	k__Bacteria; p__Firmicutes; c__Negativicutes; o__Selenomonadales; f__Selenomonadaceae; g__Selenomonas	0.9962321125721194
Zotu1443	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pasteurellales; f__Pasteurellaceae; g__Haemophilus; s__parahaemolyticus	0.7209197350877129
Zotu1444	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Prevotellaceae; g__Prevotella; s__oris	0.8093499946589021
Zotu1445	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Caulobacterales; f__Caulobacteraceae; g__Brevundimonas	0.9995066752686428
Zotu1446	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodobacterales; f__Roseobacteraceae; g__Rubellimicrobium; s__thermophilum	0.9943312686521381
Zotu1447	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Prevotellaceae; g__Prevotella	0.999999977785714
Zotu1448	k__Bacteria; p__Firmicutes; c__Erysipelotrichia; o__Erysipelotrichales; f__Erysipelotrichaceae	0.8180818620072422
Zotu1449	k__Bacteria; p__Firmicutes; c__Clostridia; o__Eubacteriales; f__Eubacteriaceae; g__Eubacterium; s__sp. oral clone BU014	0.9950578140278586
Zotu1451	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Bacteroidaceae; g__Phocaeicola; s__vulgatus	0.8408182182172783
Zotu1452	k__Bacteria; p__Firmicutes; c__Negativicutes; o__Selenomonadales; f__Selenomonadaceae; g__Selenomonas	0.9999021906449709
Zotu1453	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Prevotellaceae; g__Prevotella	0.9999999960015747
Zotu1454	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales	0.9923290177962167
Zotu1455	k__Bacteria; p__Actinobacteria; c__Actinomycetia; o__Corynebacteriales; f__Corynebacteriaceae; g__Corynebacterium	0.9999098298845512
Zotu1456	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Xanthomonadales; f__Xanthomonadaceae; g__Stenotrophomonas	0.907840881715115
Zotu1457	k__Bacteria; p__Bacteroidetes; c__Flavobacteriia; o__Flavobacteriales; f__Flavobacteriaceae; g__Capnocytophaga	0.999999976351211
Zotu1458	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales	0.7747018442077516
Zotu1460	k__Bacteria; p__Spirochaetes; c__Spirochaetia; o__Spirochaetales; f__Treponemataceae; g__Treponema	0.9999999999794448
Zotu1461	k__Bacteria; p__Bacteroidetes; c__Flavobacteriia; o__Flavobacteriales; f__Flavobacteriaceae; g__Capnocytophaga; s__sp.	0.7465272305692962
Zotu1462	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Prevotellaceae; g__Prevotella	0.9999998726922911
Zotu1464	k__Bacteria; p__Spirochaetes; c__Spirochaetia; o__Spirochaetales; f__Treponemataceae; g__Treponema; s__sp. 5:22:BH022	0.9704805323795644
Zotu1466	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Prevotellaceae; g__Prevotella; s__enoeca	0.9999995541220555
Zotu1467	k__Bacteria; p__Candidatus Saccharibacteria; c__Candidatus Saccharibacteria; o__Candidatus Saccharibacteria; f__Candidatus Saccharibacteria; g__TM7; s__phylum sp. oral clone CW040	0.9999817663352497
Zotu1469	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Bacteroidaceae; g__Bacteroides; s__xylanisolvens XB1A	0.9434312610787174
Zotu1471	k__Bacteria; p__Bacteroidetes; c__Flavobacteriia; o__Flavobacteriales; f__Flavobacteriaceae; g__Capnocytophaga; s__sp.	0.7148269927313488
Zotu1473	k__Bacteria; p__Spirochaetes; c__Spirochaetia; o__Spirochaetales; f__Treponemataceae; g__Treponema	0.99999999994357
Zotu1474	k__Bacteria; p__Bacteroidetes; c__Flavobacteriia; o__Flavobacteriales; f__Flavobacteriaceae; g__Capnocytophaga	0.9999998787913631
Zotu1475	k__Bacteria; p__Firmicutes; c__Negativicutes; o__Selenomonadales; f__Selenomonadaceae; g__Selenomonas; s__sp. oral clone EW079	0.8558968142498004
Zotu1476	k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Streptococcaceae; g__Streptococcus	0.99999968832984
Zotu1477	k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Streptococcaceae; g__Streptococcus	0.9999998429240949
Zotu1478	k__Bacteria; p__Firmicutes; c__Clostridia; o__Eubacteriales; f__Lachnospiraceae; g__Mediterraneibacter; s__glycyrrhizinilyticus	0.9741485748215201
Zotu1479	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales; f__Moraxellaceae; g__Acinetobacter; s__indicus CIP 110367	0.9302306279367704
Zotu1480	k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Neisseriales; f__Neisseriaceae; g__Neisseria	0.9401097171121303
Zotu1481	k__Bacteria; p__Proteobacteria; c__Epsilonproteobacteria; o__Campylobacterales; f__Campylobacteraceae; g__Sulfurospirillum	0.9999989616532106
Zotu1482	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Muribaculaceae; g__Duncaniella; s__dubosii	0.8642569327834111
Zotu1483	k__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Staphylococcaceae; g__Staphylococcus	0.9999626742871203
Zotu1484	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pasteurellales; f__Pasteurellaceae	0.9999996606948078
Zotu1485	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Prevotellaceae; g__Prevotella	0.9999996208249137
Zotu1486	k__Bacteria; p__Spirochaetes; c__Spirochaetia; o__Spirochaetales; f__Treponemataceae; g__Treponema	0.9999999999921365
Zotu1487	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Bacteroidaceae; g__Bacteroides; s__uniformis	0.9987050752341926
Zotu1490	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Prevotellaceae; g__Alloprevotella; s__rava	0.8517511057800996
Zotu1491	k__Bacteria; p__Firmicutes; c__Negativicutes; o__Selenomonadales; f__Selenomonadaceae; g__Selenomonas	0.9999977972349774
Zotu1492	k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Lactobacillaceae; g__Limosilactobacillus; s__ingluviei	0.9659094551046109
Zotu1494	k__Bacteria; p__Bacteroidetes; c__Flavobacteriia; o__Flavobacteriales; f__Flavobacteriaceae; g__Capnocytophaga	0.9999999835241626
Zotu1495	k__Bacteria; p__Lentisphaerae; c__Lentisphaeria; o__Victivallales; f__Victivallaceae; g__Victivallis; s__vadensis ATCC BAA-548	0.7803473386232458
Zotu1496	k__Bacteria; p__Candidatus Absconditabacteria; c__Candidatus Absconditabacteria; o__Candidatus Absconditabacteria; f__Candidatus Absconditabacteria; g__SR1	0.930753674982468
Zotu1497	k__Bacteria; p__Firmicutes; c__Clostridia; o__Eubacteriales; f__Lachnospiraceae	0.9153888188352111
Zotu1498	k__Bacteria; p__Firmicutes; c__Clostridia; o__Eubacteriales; f__Lachnospiraceae	0.9849161380926643
Zotu1499	k__Bacteria; p__Actinobacteria; c__Actinomycetia; o__Actinomycetales; f__Actinomycetaceae; g__Schaalia	0.9061729444051869
Zotu1500	k__Bacteria; p__Firmicutes; c__Clostridia; o__Eubacteriales; f__Lachnospiraceae	0.9013673450988288
Zotu1501	k__Bacteria; p__Spirochaetes; c__Spirochaetia; o__Spirochaetales; f__Treponemataceae; g__Treponema	0.9999999999954527
Zotu1502	k__Bacteria; p__Candidatus Saccharibacteria; c__Candidatus Saccharibacteria; o__Candidatus Saccharibacteria; f__Candidatus Saccharibacteria; g__TM7; s__phylum sp. oral clone CW040	0.9998962890257997
Zotu1503	k__Bacteria; p__Firmicutes; c__Negativicutes; o__Selenomonadales; f__Selenomonadaceae; g__Selenomonas	0.9736228666298843
Zotu1504	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Prevotellaceae; g__Prevotella; s__oulorum	0.9885672495485545
Zotu1507	k__Bacteria; p__Firmicutes; c__Negativicutes; o__Selenomonadales; f__Selenomonadaceae; g__Selenomonas	0.9468609323360112
Zotu1508	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Sphingomonadales; f__Sphingomonadaceae; g__Sphingomonas	0.9994837981638207
Zotu1509	k__Bacteria; p__Firmicutes; c__Clostridia; o__Eubacteriales; f__Eubacteriaceae; g__Eubacterium; s__coprostanoligenes	0.9665940037827967
Zotu1510	k__Bacteria; p__Proteobacteria; c__Epsilonproteobacteria; o__Campylobacterales; f__Helicobacteraceae; g__Helicobacter; s__pylori	0.9129228997411992
Zotu1512	k__Bacteria; p__Actinobacteria; c__Actinomycetia; o__Corynebacteriales; f__Corynebacteriaceae; g__Corynebacterium; s__matruchotii	0.9986009576437812
Zotu1513	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Prevotellaceae; g__Prevotella; s__oulorum	0.9983058081995481
Zotu1515	k__Bacteria; p__Bacteroidetes; c__Flavobacteriia; o__Flavobacteriales; f__Flavobacteriaceae; g__Capnocytophaga	0.9999990937791519
Zotu1516	k__Bacteria; p__Firmicutes; c__Clostridia; o__Eubacteriales; f__Eubacteriales Family XIII. Incertae Sedis; g__Eubacterium; s__nodatum ATCC 33099	0.9527339443005703
Zotu1519	k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Neisseriales; f__Neisseriaceae; g__Neisseria	0.9808834446725291
Zotu1520	k__Bacteria; p__Firmicutes; c__Clostridia; o__Eubacteriales; f__Lachnospiraceae	0.9587536387593022
Zotu1521	k__Bacteria; p__Firmicutes; c__Negativicutes; o__Selenomonadales; f__Selenomonadaceae; g__Selenomonas	0.8421436193621672
Zotu1522	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Prevotellaceae; g__Prevotella; s__sp. oral clone DO039	0.9799531127127279
Zotu1523	k__Bacteria; p__Fusobacteria; c__Fusobacteriia; o__Fusobacteriales; f__Leptotrichiaceae; g__Leptotrichia; s__sp. oral clone FP036	0.9999458027745927
Zotu1524	k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Lactobacillaceae; g__Ligilactobacillus; s__aviarius	0.808768056732525
Zotu1525	k__Bacteria; p__Bacteroidetes	0.9188802931625913
Zotu1526	k__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Staphylococcaceae; g__Mammaliicoccus; s__sciuri	0.8881370654080928
Zotu1527	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Tannerellaceae; g__Parabacteroides	0.9365948365334239
Zotu1528	k__Bacteria; p__Firmicutes; c__Negativicutes; o__Selenomonadales; f__Selenomonadaceae; g__Selenomonas; s__sputigena ATCC 35185	0.7174544754276846
Zotu1530	k__Bacteria; p__Firmicutes; c__Negativicutes; o__Selenomonadales; f__Selenomonadaceae; g__Selenomonas	0.9371871168117228
Zotu1531	k__Bacteria; p__Cyanobacteria; c__Cyanobacteria; o__Synechococcales; f__Prochloraceae; g__Prochlorococcus; s__marinus subsp. pastoris	0.9989458623720368
Zotu1532	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Prevotellaceae; g__Prevotella; s__oulorum	0.9993465972752733
Zotu1533	k__Bacteria; p__Firmicutes; c__Clostridia; o__Eubacteriales; f__Syntrophomonadaceae; g__Syntrophomonadaceae; s__genomosp. P1	0.9999999635050194
Zotu1534	k__Bacteria; p__Firmicutes; c__Clostridia; o__Eubacteriales; f__Lachnospiraceae; g__Roseburia	0.7456183079911209
Zotu1535	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Prevotellaceae; g__Prevotella	0.9999535417072662
Zotu1536	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Prevotellaceae; g__Prevotella	0.9499991810882729
Zotu1537	k__Bacteria; p__Actinobacteria; c__Actinomycetia; o__Corynebacteriales; f__Corynebacteriaceae; g__Corynebacterium; s__tuberculostearicum	0.9623102820646686
Zotu1538	k__Bacteria; p__Actinobacteria; c__Actinomycetia; o__Corynebacteriales; f__Gordoniaceae; g__Gordonia	0.9979608323802369
Zotu1539	k__Bacteria; p__Actinobacteria; c__Actinomycetia; o__Actinomycetales; f__Actinomycetaceae; g__Actinomyces; s__uncultured Actinomyces sp.	0.9999967295475802
Zotu1540	k__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Staphylococcaceae; g__Staphylococcus	0.9998410857629219
Zotu1542	k__Bacteria; p__Firmicutes; c__Erysipelotrichia; o__Erysipelotrichales; f__Erysipelotrichaceae; g__Allobaculum; s__stercoricanis DSM 13633	0.9164644108285398
Zotu1543	k__Bacteria; p__Actinobacteria; c__Actinomycetia; o__Actinomycetales; f__Actinomycetaceae; g__Schaalia	0.819631355648962
Zotu1544	k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Lactobacillaceae; g__Lacticaseibacillus	0.9999569462445366
Zotu1545	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodobacterales	0.999990691228706
Zotu1546	k__Bacteria; p__Firmicutes; c__Negativicutes; o__Veillonellales; f__Veillonellaceae; g__Veillonella; s__atypica	0.8849172607319004
Zotu1548	k__Bacteria; p__Actinobacteria; c__Coriobacteriia; o__Coriobacteriales; f__Atopobiaceae; g__Lancefieldella; s__rimae	0.9298829449938816
Zotu1551	k__Bacteria; p__Bacteroidetes; c__Flavobacteriia; o__Flavobacteriales; f__Weeksellaceae; g__Bergeyella; s__uncultured Bergeyella sp.	0.9627289821361804
Zotu1552	k__Bacteria; p__Firmicutes; c__Clostridia; o__Eubacteriales; f__Oscillospiraceae	0.7964681901327043
Zotu1554	k__Bacteria; p__Bacteroidetes; c__Cytophagia; o__Cytophagales; f__Fulvivirgaceae; g__Ohtaekwangia; s__koreensis	0.9215278223362544
Zotu1555	k__Bacteria; p__Actinobacteria; c__Actinomycetia; o__Micrococcales; f__Micrococcaceae; g__Rothia	0.9980398104712898
Zotu1556	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Prevotellaceae; g__Prevotella	0.999999980175378
Zotu1558	k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Lactobacillaceae; g__Limosilactobacillus; s__fermentum	0.999102737657148
Zotu1559	k__Bacteria; p__Firmicutes; c__Negativicutes; o__Veillonellales; f__Veillonellaceae; g__Veillonellaceae	0.7002008319766346
Zotu1560	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Prevotellaceae; g__Prevotella	0.9977880256350583
Zotu1561	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodobacterales; f__Rhodobacteraceae; g__Paracoccus	0.9899688664731627
Zotu1562	k__Bacteria; p__Synergistetes; c__Synergistia; o__Synergistales; f__Synergistaceae; g__Aminobacterium; s__colombiense	0.9585363564066859
Zotu1564	k__Bacteria; p__Cyanobacteria; c__Cyanobacteria; o__Synechococcales; f__Synechococcaceae; g__Cyanobium; s__gracile PCC 6307	0.9988609842171876
Zotu1566	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Porphyromonadaceae; g__Porphyromonas; s__uncultured Porphyromonas sp.	0.7818400119211608
Zotu1567	k__Bacteria; p__Candidatus Saccharibacteria; c__Candidatus Saccharibacteria; o__Candidatus Saccharibacteria; f__Candidatus Saccharibacteria; g__TM7; s__phylum sp. oral clone CW040	0.9999615330363256
Zotu1568	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodobacterales; f__Rhodobacteraceae; g__Paracoccus	0.9974594609331577
Zotu1569	k__Bacteria; p__Firmicutes; c__Tissierellia; o__Tissierellales; f__Peptoniphilaceae; g__Parvimonas	0.7563199497350411
Zotu1570	k__Bacteria; p__Firmicutes; c__Negativicutes; o__Selenomonadales; f__Selenomonadaceae; g__Selenomonas; s__dianae	0.7108138750422373
Zotu1571	k__Bacteria; p__Actinobacteria; c__Coriobacteriia; o__Coriobacteriales; f__Atopobiaceae; g__Lancefieldella; s__rimae	0.8726471662899218
Zotu1573	k__Bacteria; p__Firmicutes; c__Clostridia; o__Eubacteriales; f__Lachnospiraceae; g__Coprococcus; s__comes ATCC 27758	0.7455105454470186
Zotu1574	k__Bacteria; p__Firmicutes; c__Negativicutes; o__Veillonellales; f__Veillonellaceae; g__Dialister; s__pneumosintes	0.9998829253905935
Zotu1577	k__Bacteria; p__Spirochaetes; c__Spirochaetia; o__Spirochaetales; f__Treponemataceae; g__Treponema	0.9999999998530211
Zotu1578	k__Bacteria; p__Firmicutes; c__Tissierellia; o__Tissierellales; f__Peptoniphilaceae; g__Parvimonas	0.8586720435085416
Zotu1579	k__Bacteria; p__Bacteroidetes; c__Flavobacteriia; o__Flavobacteriales; f__Flavobacteriaceae; g__Capnocytophaga	0.9999999575089664
Zotu1580	k__Bacteria; p__Spirochaetes; c__Spirochaetia; o__Spirochaetales; f__Treponemataceae; g__Treponema	0.9999999999704642
Zotu1582	k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Desulfovibrionales; f__Desulfovibrionaceae; g__Mailhella; s__massiliensis	0.7619754722837053
Zotu1583	k__Bacteria; p__Firmicutes; c__Clostridia; o__Eubacteriales; f__Lachnospiraceae; g__Roseburia	0.8041717355915396
Zotu1584	k__Bacteria; p__Bacteria; c__Bacteria; o__Bacteria; f__Bacteria; g__uncultured; s__bacterium	0.910301959474866
Zotu1585	k__Bacteria; p__Fusobacteria; c__Fusobacteriia; o__Fusobacteriales; f__Leptotrichiaceae; g__Leptotrichia; s__sp. oral clone FP036	0.9999739309538362
Zotu1586	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Porphyromonadaceae; g__Porphyromonas	0.9999993042141258
Zotu1587	k__Bacteria; p__Bacteroidetes	0.9931207495279699
Zotu1588	k__Archaea; p__Candidatus Thermoplasmatota; c__Thermoplasmata; o__Methanomassiliicoccales; f__Methanomassiliicoccaceae; g__Methanomassiliicoccus; s__luminyensis B10	0.9852344583845309
Zotu1589	k__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Bacillaceae	0.8722306985648487
Zotu1590	k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Lactobacillaceae; g__Limosilactobacillus; s__ingluviei	0.9732609649649407
Zotu1591	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Porphyromonadaceae; g__Porphyromonas; s__uncultured Porphyromonas sp.	0.8785730280016892
Zotu1592	k__Bacteria; p__Fusobacteria; c__Fusobacteriia; o__Fusobacteriales; f__Fusobacteriaceae; g__Fusobacterium	0.9999859847652569
Zotu1593	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Bacteroidales; g__Bacteroidales; s__genomosp. P3 oral clone MB1_G34	0.9848443000582116
Zotu1594	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Prevotellaceae; g__Prevotella	0.999999820902587
Zotu1595	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Prevotellaceae; g__Prevotella	0.9999998406131668
Zotu1597	k__Bacteria; p__Fusobacteria; c__Fusobacteriia; o__Fusobacteriales; f__Leptotrichiaceae; g__Streptobacillus	0.9994316073040637
Zotu1598	k__Bacteria; p__Bacteroidetes; c__Cytophagia; o__Cytophagales; f__Fulvivirgaceae; g__Ohtaekwangia; s__koreensis	0.9668019971836851
Zotu1599	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Hyphomicrobiales; f__Methylobacteriaceae; g__Methylorubrum	0.9989735682517766
Zotu1602	k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Burkholderiales; f__Burkholderiaceae; g__Lautropia; s__mirabilis	0.8874657292290371
Zotu1604	k__Bacteria; p__Firmicutes; c__Clostridia; o__Eubacteriales; f__Lachnospiraceae; g__Mediterraneibacter; s__[Ruminococcus] torques	0.7660114111447682
Zotu1605	k__Bacteria; p__Bacteria; c__Bacteria; o__Bacteria; f__Bacteria; g__uncultured; s__bacterium	0.9571435012635513
Zotu1606	k__Bacteria; p__Firmicutes; c__Clostridia; o__Eubacteriales; f__Oscillospiraceae; g__Faecalibacterium; s__prausnitzii	0.9998988323931184
Zotu1607	k__Bacteria; p__Firmicutes; c__Erysipelotrichia; o__Erysipelotrichales; f__Erysipelotrichaceae; g__Bulleidia; s__extructa	0.9999999975719618
Zotu1608	k__Bacteria; p__Firmicutes; c__Clostridia; o__Eubacteriales; f__Peptococcaceae; g__Peptococcus; s__sp. oral taxon 167	0.8720650467887529
Zotu1609	k__Bacteria; p__Firmicutes; c__Negativicutes; o__Selenomonadales; f__Selenomonadaceae; g__Selenomonas	0.8870136439605566
Zotu1610	k__Bacteria; p__Fusobacteria; c__Fusobacteriia; o__Fusobacteriales; f__Fusobacteriaceae; g__Fusobacterium; s__mortiferum	0.9890076855017085
Zotu1611	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Porphyromonadaceae; g__Porphyromonas; s__catoniae ATCC 51270	0.8848593074511075
Zotu1613	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Hyphomicrobiales; f__Methylobacteriaceae; g__Methylobacterium; s__bullatum	0.7397738457391548
Zotu1614	k__Bacteria; p__Firmicutes; c__Clostridia; o__Eubacteriales	0.9999950431525753
Zotu1615	k__Bacteria; p__Firmicutes; c__Clostridia; o__Eubacteriales; f__Lachnospiraceae	0.9752782746707689
Zotu1616	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Prevotellaceae; g__Prevotella	0.9999999887711782
Zotu1617	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Prevotellaceae; g__Prevotella; s__oulorum	0.9859915921570797
Zotu1618	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Prevotellaceae; g__Prevotella	0.9927803413781449
Zotu1619	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Prevotellaceae; g__Prevotella; s__genomosp. P6	0.9995927860380495
Zotu1620	k__Bacteria; p__Firmicutes; c__Clostridia; o__Eubacteriales; f__Eubacteriaceae; g__Eubacterium; s__sp. oral clone DO008	0.9093138500128286
Zotu1622	k__Bacteria; p__Candidatus Saccharibacteria; c__Candidatus Saccharibacteria; o__Candidatus Saccharibacteria; f__Candidatus Saccharibacteria; g__candidate; s__division TM7 genomosp. P1	0.7669438302649335
Zotu1623	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales; f__Pseudomonadaceae; g__Pseudomonas	0.9999985626920328
Zotu1624	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pasteurellales; f__Pasteurellaceae; g__Haemophilus	0.9887374646371649
Zotu1625	k__Bacteria	0.9938276479499553
